"ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species","Strain","CR-1-S116","CR-10-S245","CR-13-S148","CR-14-S336","CR-15-S292","CR-16-S332","CR-17-S97","CR-18-S252","CR-19-S341","CR-20-S111","CR-21-S126","CR-22-S311","CR-25-S383","CR-28-S106","CR-3-S98","CR-31-S334","CR-34-S359","CR-37-S367","CR-46-S191","CR-58-S382","CR-6-S169","CR-64-S324","CR-7-S125","CR-8-S94","CR-9-S219","IR1-10-S115","IR1-11-S173","IR1-12-S366","IR1-16-S307","IR1-17-S279","IR1-18-S287","IR1-2-S96","IR1-20-S377","IR1-22-S81","IR1-24-S295","IR1-26-S119","IR1-29-S285","IR1-3-S320","IR1-30-S349","IR1-31-S280","IR1-32-S151","IR1-33-S134","IR1-35-S370","IR1-36-S159","IR1-37-S343","IR1-38-S337","IR1-39-S351","IR1-4-S223","IR1-42-S329","IR1-43-S256","IR1-44-S264","IR1-45-S128","IR1-48-S339","IR1-50-S316","IR1-51-S186","IR1-52-S284","IR1-54-S130","IR1-57-S356","IR1-6-S250","IR1-60-S381","IR1-61-S328","IR1-62-S355","IR1-63-S155","IR1-70-S322","IR1-71-S357","IR1-72-S369","IR1-77-S202","IR1-8-S260","IR1-80-S319","IR1-81-S298","IR1-82-S353","IR1-86-S150","IR1-87-S340","IR1-88-S180","TR1-1-S110","TR1-10-S380","TR1-13-S171","TR1-14-S274","TR1-17-S246","TR1-18-S124","TR1-19-S305","TR1-20-S118","TR1-21-S207","TR1-22-S282","TR1-25-S117","TR1-28-S289","TR1-3-S121","TR1-31-S153","TR1-33-S375","TR1-34-S317","TR1-37-S306","TR1-40-S209","TR1-46-S170","TR1-52-S253","TR1-58-S275","TR1-6-S203","TR1-64-S263","TR1-7-S258","TR1-8-S321","TR1-9-S345","TR2-1-S273","TR2-10-S177","TR2-13-S231","TR2-14-S232","TR2-15-S288","TR2-16-S184","TR2-17-S248","TR2-18-S326","TR2-19-S318","TR2-20-S271","TR2-21-S228","TR2-22-S364","TR2-25-S133","TR2-28-S286","TR2-3-S297","TR2-31-S182","TR2-37-S330","TR2-40-S259","TR2-46-S239","TR2-52-S230","TR2-58-S172","TR2-6-S261","TR2-64-S216","TR2-7-S299","TR2-8-S360","TR2-9-S362","TR3-1-S237","TR3-10-S139","TR3-13-S304","TR3-15-S338","TR3-16-S296","TR3-17-S222","TR3-18-S293","TR3-19-S266","TR3-20-S265","TR3-21-S234","TR3-22-S235","TR3-25-S102","TR3-31-S283","TR3-34-S354","TR3-37-S221","TR3-40-S257","TR3-46-S224","TR3-52-S217","TR3-58-S233","TR3-6-S85","TR3-64-S190","TR3-8-S303","TR3-9-S229","TR4-10-S161","TR4-13-S142","TR4-14-S226","TR4-15-S218","TR4-16-S276","TR4-17-S114","TR4-19-S270","TR4-20-S269","TR4-21-S254","TR4-22-S344","TR4-25-S333","TR4-28-S183","TR4-3-S309","TR4-31-S278","TR4-34-S342","TR4-37-S188","TR4-40-S242","TR4-46-S215","TR4-52-S95","TR4-58-S112","TR4-6-S225","TR4-64-S220","TR4-7-S192","TR4-8-S327","TR4-9-S156","TR5-1-S210","TR5-10-S204","TR5-13-S103","TR5-14-S267","TR5-16-S290","TR5-17-S82","TR5-18-S201","TR5-19-S87","TR5-20-S208","TR5-21-S185","TR5-22-S145","TR5-25-S240","TR5-28-S214","TR5-3-S331","TR5-31-S313","TR5-34-S127","TR5-37-S368","TR5-40-S335","TR5-46-S310","TR5-52-S93","TR5-56-S241","TR5-57-S348","TR5-58-S372","TR5-59-S374","TR5-6-S131","TR5-64-S141","TR5-7-S213","TR5-8-S92","TR5-9-S249","TR6-1-S247","TR6-10-S212","TR6-14-S211","TR6-15-S149","TR6-16-S371","TR6-17-S138","TR6-18-S262","TR6-19-S137","TR6-20-S132","TR6-21-S107","TR6-22-S152","TR6-25-S378","TR6-28-S158","TR6-3-S236","TR6-31-S272","TR6-34-S143","TR6-37-S312","TR6-40-S160","TR6-46-S176","TR6-52-S122","TR6-58-S361","TR6-6-S277","TR6-64-S146","TR6-7-S325","TR6-8-S300","TR6-9-S189"
"ASV126","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,NA,"unknown Clostridia vadinBB60 group (Order) ASV126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.07,0.07,0.04,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0.07,0,0,0,0.02,0,0,0,0,0,0,0,0.15,0.52,0.85,0,5.03,14.18,8.54,6.16,4.48,1.62,3.32,0,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0,1.7,15.65,6.51,6.32,6.29,0.76,0.52,0.7,1.92,1.7,0,6.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV129","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,NA,"unknown Clostridia vadinBB60 group (Order) ASV129",0,0.07,0.02,0,0.02,0.02,0,0,0.07,0,0,0.02,0.07,0.04,0,0.07,0.07,0,0.07,0.04,0,0.04,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0.26,0.07,0.02,0.13,0.02,0.22,0,0.07,0.15,0.15,0.28,0.04,0.02,0.04,0.02,0,0,0.07,0.09,0,0.13,0,0,0,0.02,0,0.09,0.04,0.13,0.04,0,0.42,0.17,0.24,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.04,0.02,0.02,0.44,0.13,0,0.55,0.24,0.04,0,0,0,0.02,0.04,0,0,0,0.04,0,0,0,0,0,0.26,0.13,0.09,0.04,0.02,0.11,0,0.02,0.15,0.22,0,0.04,0,0,0,0,0,0,0,0,0.02,0,0.04,0.04,0.15,0.07,0.09,1.29,0.11,0.02,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.02,0.04,0,0,0.02,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.04,0.04,0,0,0.07,0,0,0.15,0.48,0.24,0,0,0.02,0,0,0.02,0,0,0,0,0,0.02,0
"ASV130","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,NA,"unknown Clostridia vadinBB60 group (Order) ASV130",0.07,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0.48,0.9,1.57,0.52,1.03,1.01,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0.07,0,0.02,0.26,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV131","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,NA,"unknown Clostridia vadinBB60 group (Order) ASV131",0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0.04,0.04,0.11,0.22,0.09,0.02,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0,0.04,0.02,0.04,0.07,0.02,0.04,0.04,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0.07,0.02,0,0,0,0.02,0,0.02,0.07,0,0,0,0,0,0,0,0,0,0.02,0.02,0.13,0.09,0.02,0.02,0.11,0.04,0,0.2,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.07,0,0.11,0.11,0.02,0.02,0.07,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.04,0.09,0,0.26,0.02,0.13,0.04,0,0.02,0.07,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.11
"ASV132","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,NA,"unknown Clostridia vadinBB60 group (Order) ASV132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,11.8,8.57,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV133","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,NA,"unknown Clostridia vadinBB60 group (Order) ASV133",0,0.11,0.31,0.15,0.09,0,0,0,0.15,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.13,0.07,0.07,0.13,0,0.2,0.04,0.04,0.04,0,0,0,0.02,0,0,0,0,0,0.02,0.15,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.04,0.07,0.02,0.07,0.55,0.31,0,2.19,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.11,0,0.04,0.09,0.15,0.26,0.2,0.24,0.22,2.19,0.13,0.04,3.74,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.39,0.72,0.31,0.04,0,0.22,0,0,0.44,0.31,0.04,0,0,0,0,0,0,0,0,0,0.04,0,0.07,0.07,0.15,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.02,0.09,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV134","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,NA,"unknown Clostridia vadinBB60 group (Order) ASV134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.09,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
"ASV135","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,NA,"unknown Clostridia vadinBB60 group (Order) ASV135",0,0.09,0.13,0.2,0.02,0,0,0,0.31,0,0.13,2.03,0.2,0.28,0,0.28,1.16,0.26,1.68,0.37,0.02,1.73,0,0.15,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0,0.07,0.04,0,0,0,0.07,0,0,0.13,0,0.07,0.11,0,0.02,0.02,0,0.07,0.11,0.07,0.35,0.76,0.5,0.39,0.13,0,0,0,0,0.02,0.07,0,0,0.02,0.02,0,0.11,0.02,0.15,0,0,0.5,0.02,1.16,0,0,0,0,0,0.07,0.11,0.02,0,0,0.13,0,0,0,0,0,0,0.02,0.07,0.09,0,0.07,0.39,0,0,0.39,0.22,0.13,0,0.04,0.07,0.33,0.24,0.11,0,0,0.15,0,0,0,0,0.02,0.09,0.15,0.07,0,0.02,0.15,0,0.02,1.31,0.7,0.2,0.42,0.24,1.01,1.33,0,0.28,0,1.01,0,0.07,0.02,0.04,0.04,0.11,0.07,0.31,9.27,0.76,2.08,23.47,17.13,16.59,0,10.38,7.98,1.22,5.31,9.46,3.98,0.81,0.02,5.9,0.02,0.07,0.07,0,0.02,0.52,0.15,0.61,0.17,0,0.35,0.07,1.73,30.42,23.12,15.62,0,1.57,3.32,0.98,7.21,4.46,1.6,0,0,1.53,0.44,0.02,5.99,0,0,0.11,0,0.04,0.11,0.11,0.02,0.04,0.02,0.59,0.07,0.13,2.19,0.85,0.28,0,0.09,0.09,0.02,0.63,0.61,0,0.61,0,1.14,0,0.07,0
"ASV136","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-010",NA,"unknown Lachnospiraceae UCG-010 (Genus) ASV136",1.7,0.04,0.79,1.01,0.11,0.11,0,0,0,0.33,0.59,0.37,0.48,0.66,0.68,0.57,0.85,0.5,0.5,0.2,0.61,0.37,0.85,0.5,0.28,0.55,1.25,1.11,0.2,0.35,0.59,0,0.13,0.46,0.85,0.94,0.81,0.35,0.83,0.15,0.09,0.17,0,1.09,0.22,0.2,0.04,0.63,0,0.72,0.55,0.98,0.68,0.83,0.72,0.66,0.61,0.63,0.26,0.35,0.24,0.31,0.31,0.26,0.37,0.2,0.48,0.42,0.42,0.33,0.42,0.22,0.15,0.48,0.74,0.22,0.33,0.28,0,0,0,0,0,0,0,0.46,0.35,0,0,0,0,0,0,0,0,0,0.15,0.37,0.22,0.02,1.05,0.07,0.24,0.24,0.35,0.26,0.04,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0.02,0,0.33,0.35,0.11,0.5,0.17,0.2,0.66,0.42,0.52,0.24,0.22,0.28,0.15,0.33,0.33,0.59,0.28,0.72,0.39,0.52,0.35,0.28,0.35,0.28,0.61,0.44,0.72,0.81,0.83,0.61,0.79,0.07,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0.61,0,0.87,0.68,0.57,0.68,0.98,0.42,0.48,0.26,0.02,0,0.09,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0.11,0,0.52,0.55,0.46,0.59,0.59,0.55,0.39,0.5,0.87,1.05,0.7,1.03,0.48,0.59,0.42,0.26,0.72,0.37,0.15,0.63,0.28,0.35,0.44,0.35,0,0.42,0.07,0.31,0.35
"ASV137","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-010",NA,"unknown Lachnospiraceae UCG-010 (Genus) ASV137",0.48,0,0.31,0.22,0.02,0,0,0,0,0.07,0.42,0.2,0.04,0.13,0.15,0.09,0.15,0.15,0.07,0.04,0.24,0.09,0.37,0.17,0.04,0.15,0.2,0.13,0.04,0.13,0.09,0,0.07,0.2,0.31,0.28,0.2,0.07,0.09,0.04,0.02,0.04,0,0.24,0.09,0.02,0,0.09,0,0.13,0.07,0.15,0.13,0.11,0.13,0.24,0.13,0.17,0.11,0.13,0,0.11,0.15,0,0,0.02,0.11,0.13,0.04,0.13,0.09,0,0.04,0.09,0.2,0.02,0.11,0.02,0,0,0,0,0,0,0,0.13,0.24,0,0,0,0,0,0,0,0,0.04,0.09,0.15,0.13,0,0.26,0.04,0.04,0.2,0.04,0.07,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0.04,0.11,0.04,0.13,0.09,0.09,0.09,0.15,0.02,0,0.07,0.07,0.04,0.11,0.15,0.15,0,0.04,0.07,0.04,0.07,0.07,0.09,0.11,0.07,0.11,0.07,0.07,0.07,0.09,0.07,0,0,0,0,0,0,0,0.07,0,0.02,0,0,0,0,0,0.13,0,0.15,0.13,0.09,0.24,0.22,0.13,0.07,0.02,0,0,0.04,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.22,0.13,0.15,0,0.04,0.11,0.13,0.26,0.37,0.17,0.31,0.2,0.28,0.09,0.13,0.13,0.15,0.02,0.28,0.07,0.09,0.11,0.17,0,0.04,0,0,0
"ASV138","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tuzzerella",NA,"unknown Tuzzerella (Genus) ASV138",7.23,2.05,3.15,2.23,0.46,0.33,0.07,0,0.02,2.47,2.47,3.74,4.13,3.85,5.92,3.32,4.72,1.9,4.28,1.68,1.73,3.26,3.37,4.68,2.73,2.99,1.22,1.99,1.11,2.1,1.86,0.13,2.49,2.1,3.65,3.04,2.27,2.97,3.43,3.78,4.39,2.99,1.9,3.19,0.94,0.57,0.31,5.07,0.24,3.96,2.56,4.98,2.64,1.84,2.71,1.99,2.97,3.61,4.15,1.49,1.97,1.2,1.79,0.52,0.85,1.05,1.84,4.09,1.33,2.43,1.7,0.94,1.03,1.53,5.07,2.51,2.99,3.19,5.11,0.63,0.2,0.87,1.35,7.54,4.92,6.08,6.21,2.71,3.12,2.91,1.84,2.67,3.15,2.47,1.68,3.72,2.8,3.06,2.69,3.3,7.01,2.64,4.55,4.26,5.77,5.05,5.31,0.35,0.04,0,0,0,0,0.11,5.44,2.43,0.17,1.11,0.35,8.3,7.06,4.06,8.17,4.39,3.69,3.21,6.1,1.31,3.23,4.7,3.1,4.2,1.55,4.52,1.77,1.22,6.67,5.94,4.52,5.27,1.57,3.89,4.9,2.34,1.86,4.39,3.39,2.62,2.05,1.62,2.01,1.64,2.91,2.64,8.15,12.48,8.94,14.27,14.82,9.59,9.94,5.55,10.18,10.36,9.18,7.76,8.41,9.35,4.28,3.98,3.45,4.09,3.26,3.04,6.69,2.84,2.49,1.92,1.84,11.98,6.32,4.26,13.72,17.46,14.49,11.43,12.54,5.92,10.47,10.4,7.52,7.28,9.86,3.69,2.45,2.56,4.35,1.16,2.99,5.57,3.39,4.17,2.56,5.51,4.06,1.88,3.56,2.88,2.12,3.12,4.24,1.42,0.83,6.62,6.53,5.7,5,3.39,4.74,1.86,3.45,6.25,2.75,2.03,4.72,4.31,6.21,5.62,4.35
"ASV140","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae UCG-011",NA,"unknown Defluviitaleaceae UCG-011 (Genus) ASV140",0.33,0.52,0.39,0.42,0.11,0,0,0,0,0.35,0.68,0.35,0.04,0,0.87,0,0.13,0,0.31,0.09,0.52,0.26,0.28,0.52,0.61,0.09,0.13,0.11,0.26,0.31,0.22,0,0.35,0.57,0.28,0.13,0.26,0,0.2,0.22,0.31,0.24,0.37,0.2,0.04,0,0,0,0,0.13,0.59,0.28,0.02,0,0,0,0,0.44,0,0.17,0.09,0.24,0.37,0.28,0.35,0.7,0.42,0,0.5,0.26,0.13,0.35,0.28,0.22,0.09,0,0.66,0.48,0.04,0.04,0,0,0,0,0,0.22,0.37,0,0.11,0.13,0.33,0.26,0.09,1.31,0.15,0.2,0.35,0.17,0,0,0.07,0.39,0.48,0.48,0.39,0.28,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0.26,0,0.28,0.28,0.42,0.09,0.26,0.17,0,0.02,0.11,0.52,0.79,0.52,0.98,0.2,0.5,0.63,0.61,0.17,0.26,0.66,0.74,0.26,0.94,0.26,0.39,0.5,0.31,0.11,0.37,0.26,0.22,0,0,0,0,0,0,0,0.68,0,0.02,0,0,0,0,0,0.46,0,0.44,0.46,0.22,0.17,0.22,0.09,0.22,0.31,0,0,0.57,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0.28,0,0.35,0.22,0.22,0.04,0.24,0.26,0.28,0.31,0.44,0.17,0.55,0.48,0.52,0.26,0.42,0.11,0.26,0.39,0.13,0.17,0.11,0.48,0.46,0.17,0.39,0.37,0.55,0.33,0.33
"ASV141","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae UCG-011",NA,"unknown Defluviitaleaceae UCG-011 (Genus) ASV141",0.33,0.48,0.39,0.24,0.07,0,0,0,0.04,0.26,0.44,0.5,0.04,0.02,0.72,0,0.17,0,0.44,0.07,0.46,0.24,0.24,0.55,0.57,0.09,0.11,0.26,0.13,0.42,0.15,0,0.13,0.35,0.39,0.13,0.33,0,0.13,0.26,0.42,0.33,0.28,0.26,0.13,0,0,0,0,0.13,0.72,0.37,0.13,0.02,0,0,0,0.2,0,0.11,0.39,0.44,0.28,0.57,0.35,0.46,0.22,0,0.39,0.17,0.22,0.24,0.31,0.13,0.09,0,0.33,0.39,0.11,0,0,0,0,0,0,0.24,0.55,0,0.07,0.22,0.33,0.26,0.22,0.85,0.22,0.11,0.44,0.15,0.02,0,0.2,0.55,0.39,0.5,0.24,0.24,0.02,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.17,0,0.39,0.46,0.44,0.15,0.28,0.35,0,0.02,0.11,0.17,0.37,0.46,0.7,0.31,0.39,0.61,0.39,0.17,0.09,0.76,0.98,0.39,1.03,0.35,0.55,0.35,0.15,0.2,0.24,0.22,0.2,0.07,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.31,0,0.31,0.33,0.24,0.15,0.15,0.02,0.15,0.52,0,0,0.22,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.24,0,0.11,0.31,0.13,0.09,0.22,0.24,0.28,0.33,0.33,0.17,0.39,0.44,0.17,0.44,0.37,0,0.2,0.37,0.24,0.22,0.09,0.33,0.13,0.37,0.28,0.33,0.22,0.44,0.24
"ASV142","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tyzzerella",NA,"unknown Tyzzerella (Genus) ASV142",2.62,2.03,1.77,3.17,0.39,0.28,0.04,0,0.35,0.92,1.25,1.77,3.19,4.96,3.54,4.37,4.24,2.99,3.15,3.43,3.19,1.73,2.21,4.94,1.53,1.92,1.68,1.81,2.4,2.27,1.68,0.04,1.53,2.91,3.06,2.78,3.23,1.9,3.28,2.82,2.32,2.64,0,3.45,0.96,0.26,0.24,0.81,0,0,0,0.04,1.84,6.01,6.27,7.17,5.92,6.23,0.11,6.21,6.42,5.64,4.09,4.06,3.69,2.34,3.1,1.18,7.76,4.74,4.96,2.64,2.23,1.68,1.77,1.7,1.49,1.99,0.17,0,0,0,0,0,0,3.54,2.91,0,0,0,0,0,0,0,0,5.27,0,3.3,2.43,1.18,3.1,1.92,2.23,1.97,2.58,1.94,0.24,0.02,0.02,0.02,0,0,0,0,2.99,0,0,0,0,0,0,4.31,0,2.38,3.39,1.64,2.75,2.21,2.86,3.17,1.99,2.25,2.03,2.38,2.82,2.97,3.78,5.81,4.5,2.32,4,4.55,2.23,2.73,1.55,5.73,4.52,2.16,1.97,2.01,2.25,2.43,2.67,1.86,0.15,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,2.8,0,2.36,2.16,1.57,3.78,1.77,2.67,2.49,1.64,0.09,0,3.96,0,0,0,0,0,3.74,0,0,0,0,0.02,0,0,0,0,0,2.93,0,2.56,3.04,1.53,3.87,1.2,2.47,3.52,2.58,2.95,2.38,2.75,2.95,2.01,3.1,3.02,3.85,3.78,3.43,1.27,3.8,3.04,5.03,2.36,2.91,2.47,2.91,1.77,1.42,1.79
"ASV143","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] hallii group",NA,"unknown [Eubacterium] hallii group (Genus) ASV143",0.2,0.09,0.15,0.09,0.07,0.09,0,0,0,0,0,0.07,0.17,0.37,0.17,0.83,1.16,0.85,1.42,1.38,0.2,0.9,0.15,0.22,0.31,0.59,0.68,0.9,0.7,0.81,0.66,0,0.35,0.09,0.7,0.22,0.13,0,0.11,0,0.2,0.28,0,0.07,0.33,0.09,0.11,0,0,0,0,0,0,0.26,0.15,0.24,1.07,1.35,0.04,1.51,2.08,1.99,1.4,2.1,1.51,1.2,1.35,0.15,1.77,1.51,1.73,1.86,1.4,1.86,0.2,0.13,0.24,0.24,0,0,0,0,0,0.02,0,0.26,0.15,0.07,0,0,0,0.04,0.17,0.13,0.31,0.04,0.35,0.07,0,0.17,0.17,0,0,0,0,0.02,0,0,0.11,0,0,0,0,0,0.15,0,0,0,0,0,0.66,0,1.07,0,0,0,0.04,0.04,0.07,0.13,0.17,0.17,0.22,0.15,0.31,0.15,0.2,0.22,0.61,0.7,0.9,0.94,0.55,0.57,0.85,0,0.61,0.07,0,0.07,0.15,0.31,0.15,0.09,0.11,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.11,0,0.2,0.02,0.13,0.15,0.17,0.17,0.09,0.07,0.02,0,0.04,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.09,0,0.11,0.09,0.09,0.17,0.28,0.04,0.13,0.09,0.07,0.17,0.09,0.15,0,0.13,0.15,0.11,0.11,0.24,0.33,0.39,0.44,0.42,0.28,0.37,0.22,0.39,0.48,0.2,0.2
