"ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species","Strain","CR-1-S116","CR-10-S245","CR-13-S148","CR-14-S336","CR-15-S292","CR-16-S332","CR-17-S97","CR-18-S252","CR-19-S341","CR-20-S111","CR-21-S126","CR-22-S311","CR-25-S383","CR-28-S106","CR-3-S98","CR-31-S334","CR-34-S359","CR-37-S367","CR-46-S191","CR-58-S382","CR-6-S169","CR-64-S324","CR-7-S125","CR-8-S94","CR-9-S219","IR1-10-S115","IR1-11-S173","IR1-12-S366","IR1-16-S307","IR1-17-S279","IR1-18-S287","IR1-2-S96","IR1-20-S377","IR1-22-S81","IR1-24-S295","IR1-26-S119","IR1-29-S285","IR1-3-S320","IR1-30-S349","IR1-31-S280","IR1-32-S151","IR1-33-S134","IR1-35-S370","IR1-36-S159","IR1-37-S343","IR1-38-S337","IR1-39-S351","IR1-4-S223","IR1-42-S329","IR1-43-S256","IR1-44-S264","IR1-45-S128","IR1-48-S339","IR1-50-S316","IR1-51-S186","IR1-52-S284","IR1-54-S130","IR1-57-S356","IR1-6-S250","IR1-60-S381","IR1-61-S328","IR1-62-S355","IR1-63-S155","IR1-70-S322","IR1-71-S357","IR1-72-S369","IR1-77-S202","IR1-8-S260","IR1-80-S319","IR1-81-S298","IR1-82-S353","IR1-86-S150","IR1-87-S340","IR1-88-S180","TR1-1-S110","TR1-10-S380","TR1-13-S171","TR1-14-S274","TR1-17-S246","TR1-18-S124","TR1-19-S305","TR1-20-S118","TR1-21-S207","TR1-22-S282","TR1-25-S117","TR1-28-S289","TR1-3-S121","TR1-31-S153","TR1-33-S375","TR1-34-S317","TR1-37-S306","TR1-40-S209","TR1-46-S170","TR1-52-S253","TR1-58-S275","TR1-6-S203","TR1-64-S263","TR1-7-S258","TR1-8-S321","TR1-9-S345","TR2-1-S273","TR2-10-S177","TR2-13-S231","TR2-14-S232","TR2-15-S288","TR2-16-S184","TR2-17-S248","TR2-18-S326","TR2-19-S318","TR2-20-S271","TR2-21-S228","TR2-22-S364","TR2-25-S133","TR2-28-S286","TR2-3-S297","TR2-31-S182","TR2-37-S330","TR2-40-S259","TR2-46-S239","TR2-52-S230","TR2-58-S172","TR2-6-S261","TR2-64-S216","TR2-7-S299","TR2-8-S360","TR2-9-S362","TR3-1-S237","TR3-10-S139","TR3-13-S304","TR3-15-S338","TR3-16-S296","TR3-17-S222","TR3-18-S293","TR3-19-S266","TR3-20-S265","TR3-21-S234","TR3-22-S235","TR3-25-S102","TR3-31-S283","TR3-34-S354","TR3-37-S221","TR3-40-S257","TR3-46-S224","TR3-52-S217","TR3-58-S233","TR3-6-S85","TR3-64-S190","TR3-8-S303","TR3-9-S229","TR4-10-S161","TR4-13-S142","TR4-14-S226","TR4-15-S218","TR4-16-S276","TR4-17-S114","TR4-19-S270","TR4-20-S269","TR4-21-S254","TR4-22-S344","TR4-25-S333","TR4-28-S183","TR4-3-S309","TR4-31-S278","TR4-34-S342","TR4-37-S188","TR4-40-S242","TR4-46-S215","TR4-52-S95","TR4-58-S112","TR4-6-S225","TR4-64-S220","TR4-7-S192","TR4-8-S327","TR4-9-S156","TR5-1-S210","TR5-10-S204","TR5-13-S103","TR5-14-S267","TR5-16-S290","TR5-17-S82","TR5-18-S201","TR5-19-S87","TR5-20-S208","TR5-21-S185","TR5-22-S145","TR5-25-S240","TR5-28-S214","TR5-3-S331","TR5-31-S313","TR5-34-S127","TR5-37-S368","TR5-40-S335","TR5-46-S310","TR5-52-S93","TR5-56-S241","TR5-57-S348","TR5-58-S372","TR5-59-S374","TR5-6-S131","TR5-64-S141","TR5-7-S213","TR5-8-S92","TR5-9-S249","TR6-1-S247","TR6-10-S212","TR6-14-S211","TR6-15-S149","TR6-16-S371","TR6-17-S138","TR6-18-S262","TR6-19-S137","TR6-20-S132","TR6-21-S107","TR6-22-S152","TR6-25-S378","TR6-28-S158","TR6-3-S236","TR6-31-S272","TR6-34-S143","TR6-37-S312","TR6-40-S160","TR6-46-S176","TR6-52-S122","TR6-58-S361","TR6-6-S277","TR6-64-S146","TR6-7-S325","TR6-8-S300","TR6-9-S189"
"ASV024","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"unknown Pseudomonas (Genus) ASV024",0.04,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.02,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0.07,0.02,0.04,0.02,0,0,0,0.02,0,0,0.04,0.04,0.07,0,0.02,0.02,0,0,0,0,0,0,0.04,0,0.04,0.02,0,0,0.09,0.02,0.04,0,0.02,0,0.04,0.02,0,0,0,0,0,0,0.07,0,0.04,0,0.02,0,0,0,0,0,0.02,0.13,0.02,0,0.09,0,0,0,0.04,0.02,0.09,0,0,0,0,0,0.04,0,0,0.07,0.04,0,0,0,0,0.02,0.02,0.09,0,0.04,0.02,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0.02,0.07,0,0,0.04,0.07,0,0,0.07,0.02,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0.02,0,0.04,0.04,0.02,0.07,0,0.02,0.04,0,0,0,0,0.02,0,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0.02,0,0.04,0,0,0.04,0,0,0,0.04,0.02,0,0,0,0,0,0,0.07,0,0.02,0,0.04
"ASV025","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"unknown Pseudomonas (Genus) ASV025",0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.54,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,6.77,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV027","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","ureolyticus","Campylobacter ureolyticus ASV027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV029","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","radiodurans","Deinococcus radiodurans ASV029",0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV030","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","CHKCI002",NA,"unknown CHKCI002 (Genus) ASV030",0.44,0.81,0.52,0.35,0.11,0.2,0.11,0.02,0.09,0.39,0.68,0.22,0.57,0.28,0.35,0.31,0.28,0.2,0.35,0.26,0.85,0.31,0.61,0.15,0.87,0.35,0.81,0.76,0.52,0.57,0.79,0.11,0.48,0.15,0.66,0.5,0.55,0.07,0.28,0.39,1.97,0.87,0.11,0.28,0.33,0.07,0.02,0.07,0.13,0.44,0.52,0.35,0.42,0.37,0.46,0.5,0.55,0.92,0.17,0.52,0.44,0.39,0.59,1.03,0.94,0.72,0.87,0.28,0.68,0.79,0.59,0.48,0.5,0.63,0.57,0.28,0.57,0.39,0.83,0.83,0.66,0.22,0.11,0.15,0.07,0.83,0.35,0.39,0.07,0.02,0.09,0.13,0.9,0.28,0.17,0.22,0,0.22,0.04,0.13,0.5,0.13,0.31,0.48,0.28,1.03,2.01,1.7,0.07,0.09,0.09,0.07,0.2,1.29,0.37,3.45,1.92,1.07,0.79,0.79,0.66,0.26,0.24,0.37,0.15,0.07,0.66,0.2,0.76,0.35,0.52,0.48,0.59,0.31,0.44,0.37,0.7,0.52,0.9,0.15,0.52,0.35,0.26,0.37,0.11,0.13,0.17,0.24,0.33,0.11,0.35,0.39,0.33,0.52,0.68,0.04,0.02,0.02,0,0,0,0.31,0,0,0,0,0,0,0,0.26,0,0.37,0.15,0.17,0.5,0.76,0.55,0.48,0.28,0.2,0.07,0.09,0.02,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,1.14,0,0.9,0.22,0.72,0.39,0.87,0.44,0.83,0.72,1.22,0.9,0.85,0.66,0.33,1.05,0.83,0.28,0.44,0.72,0.22,0.39,0.13,0.11,0.13,0.07,0.66,0.15,0.94,0.61,0.9
"ASV031","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens","Collinsella aerofaciens ASV031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV032","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter",NA,"unknown Gordonibacter (Genus) ASV032",0,0,0,0.04,0,0.02,0.04,0.04,0.17,0.11,0.04,0.09,0,0,0.07,0.09,0.07,0.04,0.04,0.04,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0.02,0,0.02,0,0.07,0,0,0,0,0.04,0,0.02,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0.02,0.11,0,0,0.04,0.04,0.02,0,0,0,0.02,0,0,0,0,0,0.02,0.09,0.04,0,0.07,0.02,0.02,0,0.02,0,0.02,0,0.09,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.07,0.02,0,0,0,0.09,0.02,0.07,0.09,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.13,0,0.04,0,0.04,0,0,0.07,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0.07,0,0,0.02,0.02,0.07,0.09,0.04,0,0.04,0.07
"ASV033","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter",NA,"unknown Gordonibacter (Genus) ASV033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV034","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae",NA,NA,"unknown Eggerthellaceae (Family) ASV034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.09,0,0.07,0,0,0.07,0,0.07,0.02,0,0,0,0.04,0,0.02,0,0.11,0.02,0,0.04,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.04,0,0.09,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0,0,0,0.02,0,0,0,0.04,0.02,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.02,0,0,0,0,0,0.02,0.02,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.04,0.02,0.11,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.04,0,0,0.04,0.07,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02
"ASV036","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA,"unknown Bifidobacterium (Genus) ASV036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV039","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus",NA,"unknown Rhodococcus (Genus) ASV039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.33,0.26,1.22,0.15,0,0.15,0,0,0
"ASV041","Bacteria","Firmicutes","Bacilli","RF39",NA,NA,NA,"unknown RF39 (Order) ASV041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0,0.02,0.11,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"ASV044","Bacteria","Firmicutes","Bacilli","RF39",NA,NA,NA,"unknown RF39 (Order) ASV044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
"ASV050","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister",NA,"unknown Dialister (Genus) ASV050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV051","Bacteria","Firmicutes","Clostridia","Eubacteriales","Anaerofustaceae","Anaerofustis",NA,"unknown Anaerofustis (Genus) ASV051",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0.02,0,0,0.02,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0.04,0,0,0,0,0.02,0.02,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
"ASV052","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","intestini","Acidaminococcus intestini ASV052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV054","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium] brachy group",NA,"unknown [Eubacterium] brachy group (Genus) ASV054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.09,0.02,0.2,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0.04,0,0.11,0.02,0,0.02,0.11,0.35,0.2,0.09,0,0.24,0.17,0.13,0.13,0.13,0.35,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.09,0,0.11,0.11,0.11,0.07,0.07,0.09,0.24,0.09,0,0.11,0,0,0,0,0.07,0.09,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.31,0.04,0.39,0.04,0,0.07,0.22,0.15,0.13,0.15,0.09,0.09,0,0.04,0,0,0
"ASV055","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium] brachy group",NA,"unknown [Eubacterium] brachy group (Genus) ASV055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.09,0.13,0.04,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV056","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium] brachy group",NA,"unknown [Eubacterium] brachy group (Genus) ASV056",0,0,0,0,0,0,0,0,0,0.04,0.02,0,0.02,0.02,0,0.04,0.13,0.02,0.04,0.17,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.07,0.11,0.04,0,0,0,0,0,0.02,0,0.07,0.09,0.04,0.07,0.07,0,0,0.09,0.09,0.09,0.02,0.07,0.04,0,0.02,0,0.11,0.2,0,0.02,0.04,0.09,0,0,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0.07,0.13,0.04,0.07,0.07,0.11,0.13,0,0.07,0,0,0,0,0,0,0.04,0.02,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.07,0.07,0.09,0,0.04,0.07,0.07,0.02,0,0.09,0.02,0,0.04,0,0,0.07,0,0,0,0.02,0.07,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.15,0.02,0.07,0.04,0.04,0,0,0.09,0.04,0.07,0,0.07,0,0.04,0.02,0.13,0.02,0,0,0.04,0,0,0
